fecha,mes,anio,servicio,tipo_pago,afluencia
2022-03-02,Marzo,2022,Ecoatenea,Gratuidad,747
2022-03-02,Marzo,2022,Ecobús,Boleto,25583
2022-03-02,Marzo,2022,Ecobús,Prepago,2247
2022-03-02,Marzo,2022,Ecobús,Gratuidad,8864
2022-03-02,Marzo,2022,Expdirecto,Boleto,2312
2022-03-02,Marzo,2022,Expdirecto,Prepago,424
2022-03-02,Marzo,2022,Expdirecto,Gratuidad,801
2022-03-02,Marzo,2022,Expreso,Boleto,114879
2022-03-02,Marzo,2022,Expreso,Prepago,10789
2022-03-02,Marzo,2022,Expreso,Gratuidad,39779
2022-03-02,Marzo,2022,Nochebús,Boleto,681
2022-03-02,Marzo,2022,Nochebús,Prepago,55
2022-03-02,Marzo,2022,Nochebús,Gratuidad,50
2022-03-02,Marzo,2022,Ordinario,Boleto,69778
2022-03-02,Marzo,2022,Ordinario,Prepago,1698
2022-03-02,Marzo,2022,Ordinario,Gratuidad,24164
2022-03-02,Marzo,2022,S/Metro,Boleto,48671
2022-03-02,Marzo,2022,S/Metro,Prepago,1902
2022-03-02,Marzo,2022,S/Metro,Gratuidad,16852
2022-03-03,Marzo,2022,Servicios Temporales,Boleto,0
2022-03-03,Marzo,2022,Servicios Temporales,Prepago,0
2022-03-03,Marzo,2022,Servicios Temporales,Gratuidad,0
2022-03-03,Marzo,2022,Atenea,Boleto,16174
2022-03-03,Marzo,2022,Atenea,Prepago,0
2022-03-03,Marzo,2022,Atenea,Gratuidad,5600
2022-03-03,Marzo,2022,Ecoatenea,Boleto,2316
2022-03-03,Marzo,2022,Ecoatenea,Prepago,0
2022-03-03,Marzo,2022,Ecoatenea,Gratuidad,802
2022-03-03,Marzo,2022,Ecobús,Boleto,24645
2022-03-03,Marzo,2022,Ecobús,Prepago,2376
2022-03-03,Marzo,2022,Ecobús,Gratuidad,8541
2022-03-03,Marzo,2022,Expdirecto,Boleto,2222
2022-03-03,Marzo,2022,Expdirecto,Prepago,396
2022-03-03,Marzo,2022,Expdirecto,Gratuidad,771
2022-03-03,Marzo,2022,Expreso,Boleto,108033
2022-03-03,Marzo,2022,Expreso,Prepago,11376
2022-03-03,Marzo,2022,Expreso,Gratuidad,37408
2022-03-03,Marzo,2022,Nochebús,Boleto,786
2022-03-03,Marzo,2022,Nochebús,Prepago,63
2022-03-03,Marzo,2022,Nochebús,Gratuidad,58
2022-03-03,Marzo,2022,Ordinario,Boleto,69873
2022-03-03,Marzo,2022,Ordinario,Prepago,1660
2022-03-03,Marzo,2022,Ordinario,Gratuidad,24195
2022-03-03,Marzo,2022,S/Metro,Boleto,47472
2022-03-03,Marzo,2022,S/Metro,Prepago,1886
2022-03-03,Marzo,2022,S/Metro,Gratuidad,16435
2022-03-04,Marzo,2022,Servicios Temporales,Boleto,0
2022-03-04,Marzo,2022,Servicios Temporales,Prepago,0
2022-03-04,Marzo,2022,Servicios Temporales,Gratuidad,0
2022-03-04,Marzo,2022,Atenea,Boleto,15772
2022-03-04,Marzo,2022,Atenea,Prepago,0
2022-03-04,Marzo,2022,Atenea,Gratuidad,5462
2022-03-04,Marzo,2022,Ecoatenea,Boleto,2268
2022-03-04,Marzo,2022,Ecoatenea,Prepago,0
2022-03-04,Marzo,2022,Ecoatenea,Gratuidad,785
2022-03-04,Marzo,2022,Ecobús,Boleto,25423
2022-03-04,Marzo,2022,Ecobús,Prepago,2338
2022-03-04,Marzo,2022,Ecobús,Gratuidad,8818
2022-03-04,Marzo,2022,Expdirecto,Boleto,2130
2022-03-04,Marzo,2022,Expdirecto,Prepago,356
2022-03-04,Marzo,2022,Expdirecto,Gratuidad,737
2022-03-04,Marzo,2022,Expreso,Boleto,108156
2022-03-04,Marzo,2022,Expreso,Prepago,10586
2022-03-04,Marzo,2022,Expreso,Gratuidad,37451
2022-03-04,Marzo,2022,Nochebús,Boleto,947
2022-03-04,Marzo,2022,Nochebús,Prepago,48
2022-03-04,Marzo,2022,Nochebús,Gratuidad,73
2022-03-04,Marzo,2022,Ordinario,Boleto,71438
2022-03-04,Marzo,2022,Ordinario,Prepago,1632
2022-03-04,Marzo,2022,Ordinario,Gratuidad,24737
2022-03-04,Marzo,2022,S/Metro,Boleto,46778
2022-03-04,Marzo,2022,S/Metro,Prepago,1926
2022-03-04,Marzo,2022,S/Metro,Gratuidad,16198
2022-03-05,Marzo,2022,Servicios Temporales,Boleto,0
2022-03-05,Marzo,2022,Servicios Temporales,Prepago,0
2022-03-05,Marzo,2022,Servicios Temporales,Gratuidad,0
2022-03-05,Marzo,2022,Atenea,Boleto,6645
2022-03-05,Marzo,2022,Atenea,Prepago,0
2022-03-05,Marzo,2022,Atenea,Gratuidad,2300
2022-03-05,Marzo,2022,Ecoatenea,Boleto,1820
2022-03-05,Marzo,2022,Ecoatenea,Prepago,0
2022-03-05,Marzo,2022,Ecoatenea,Gratuidad,630
2022-03-05,Marzo,2022,Ecobús,Boleto,18437
2022-03-05,Marzo,2022,Ecobús,Prepago,1520
2022-03-05,Marzo,2022,Ecobús,Gratuidad,6386
2022-03-05,Marzo,2022,Expdirecto,Boleto,464
2022-03-05,Marzo,2022,Expdirecto,Prepago,35
2022-03-05,Marzo,2022,Expdirecto,Gratuidad,161
2022-03-05,Marzo,2022,Expreso,Boleto,75528
2022-03-05,Marzo,2022,Expreso,Prepago,5847
2022-03-05,Marzo,2022,Expreso,Gratuidad,26156
2022-03-05,Marzo,2022,Nochebús,Boleto,1279
2022-03-05,Marzo,2022,Nochebús,Prepago,64
2022-03-05,Marzo,2022,Nochebús,Gratuidad,96
2022-03-05,Marzo,2022,Ordinario,Boleto,45786
2022-03-05,Marzo,2022,Ordinario,Prepago,860
2022-03-05,Marzo,2022,Ordinario,Gratuidad,15854
2022-03-05,Marzo,2022,S/Metro,Boleto,37109
2022-03-05,Marzo,2022,S/Metro,Prepago,1172
2022-03-05,Marzo,2022,S/Metro,Gratuidad,12850
2022-03-06,Marzo,2022,Servicios Temporales,Boleto,0
2022-03-06,Marzo,2022,Servicios Temporales,Prepago,0
2022-03-06,Marzo,2022,Servicios Temporales,Gratuidad,0
2022-03-06,Marzo,2022,Atenea,Boleto,4372
2022-03-06,Marzo,2022,Atenea,Prepago,0
2022-03-06,Marzo,2022,Atenea,Gratuidad,1514
2022-03-06,Marzo,2022,Ecoatenea,Boleto,1438
2022-03-06,Marzo,2022,Ecoatenea,Prepago,0
2022-03-06,Marzo,2022,Ecoatenea,Gratuidad,498
2022-03-06,Marzo,2022,Ecobús,Boleto,11855
2022-03-06,Marzo,2022,Ecobús,Prepago,1037
2022-03-06,Marzo,2022,Ecobús,Gratuidad,4105
2022-03-06,Marzo,2022,Expdirecto,Boleto,0
2022-03-06,Marzo,2022,Expdirecto,Prepago,0
2022-03-06,Marzo,2022,Expdirecto,Gratuidad,0
2022-03-06,Marzo,2022,Expreso,Boleto,54119
2022-03-06,Marzo,2022,Expreso,Prepago,3637
2022-03-06,Marzo,2022,Expreso,Gratuidad,18741
2022-03-06,Marzo,2022,Nochebús,Boleto,1150
2022-03-06,Marzo,2022,Nochebús,Prepago,58
2022-03-06,Marzo,2022,Nochebús,Gratuidad,86
2022-03-06,Marzo,2022,Ordinario,Boleto,32352
2022-03-06,Marzo,2022,Ordinario,Prepago,534
2022-03-06,Marzo,2022,Ordinario,Gratuidad,11201
2022-03-06,Marzo,2022,S/Metro,Boleto,26429
2022-03-06,Marzo,2022,S/Metro,Prepago,1018
2022-03-06,Marzo,2022,S/Metro,Gratuidad,9152
2022-03-07,Marzo,2022,Servicios Temporales,Boleto,0
2022-03-07,Marzo,2022,Servicios Temporales,Prepago,0
2022-03-07,Marzo,2022,Servicios Temporales,Gratuidad,0
2022-03-07,Marzo,2022,Atenea,Boleto,16887
2022-03-07,Marzo,2022,Atenea,Prepago,0
2022-03-07,Marzo,2022,Atenea,Gratuidad,5847
2022-03-07,Marzo,2022,Ecoatenea,Boleto,1287
2022-03-07,Marzo,2022,Ecoatenea,Prepago,0
2022-03-07,Marzo,2022,Ecoatenea,Gratuidad,446
2022-03-07,Marzo,2022,Ecobús,Boleto,25824
2022-03-07,Marzo,2022,Ecobús,Prepago,2291
2022-03-07,Marzo,2022,Ecobús,Gratuidad,8947
2022-03-07,Marzo,2022,Expdirecto,Boleto,2380
2022-03-07,Marzo,2022,Expdirecto,Prepago,413
2022-03-07,Marzo,2022,Expdirecto,Gratuidad,825
2022-03-07,Marzo,2022,Expreso,Boleto,113442
2022-03-07,Marzo,2022,Expreso,Prepago,10745
2022-03-07,Marzo,2022,Expreso,Gratuidad,39286
2022-03-07,Marzo,2022,Nochebús,Boleto,640
2022-03-07,Marzo,2022,Nochebús,Prepago,34
2022-03-07,Marzo,2022,Nochebús,Gratuidad,48
2022-03-07,Marzo,2022,Ordinario,Boleto,70635
2022-03-07,Marzo,2022,Ordinario,Prepago,1465
2022-03-07,Marzo,2022,Ordinario,Gratuidad,24460
2022-03-07,Marzo,2022,S/Metro,Boleto,52327
2022-03-07,Marzo,2022,S/Metro,Prepago,2020
2022-03-07,Marzo,2022,S/Metro,Gratuidad,18119
2022-03-08,Marzo,2022,Servicios Temporales,Boleto,0
2022-03-08,Marzo,2022,Servicios Temporales,Prepago,0
2022-03-08,Marzo,2022,Servicios Temporales,Gratuidad,0
2022-03-08,Marzo,2022,Atenea,Boleto,12477
2022-03-08,Marzo,2022,Atenea,Prepago,0
2022-03-08,Marzo,2022,Atenea,Gratuidad,4320
2022-03-08,Marzo,2022,Ecoatenea,Boleto,1166
2022-03-08,Marzo,2022,Ecoatenea,Prepago,0
2022-03-08,Marzo,2022,Ecoatenea,Gratuidad,404
2022-03-08,Marzo,2022,Ecobús,Boleto,25095
2022-03-08,Marzo,2022,Ecobús,Prepago,2304
2022-03-08,Marzo,2022,Ecobús,Gratuidad,8691
2022-03-08,Marzo,2022,Expdirecto,Boleto,2305
2022-03-08,Marzo,2022,Expdirecto,Prepago,387
2022-03-08,Marzo,2022,Expdirecto,Gratuidad,798
2022-03-08,Marzo,2022,Expreso,Boleto,106585
2022-03-08,Marzo,2022,Expreso,Prepago,10970
2022-03-08,Marzo,2022,Expreso,Gratuidad,36914
2022-03-08,Marzo,2022,Nochebús,Boleto,593
2022-03-08,Marzo,2022,Nochebús,Prepago,59
2022-03-08,Marzo,2022,Nochebús,Gratuidad,46
2022-03-08,Marzo,2022,Ordinario,Boleto,67429
2022-03-08,Marzo,2022,Ordinario,Prepago,1417
2022-03-08,Marzo,2022,Ordinario,Gratuidad,23348
2022-03-08,Marzo,2022,S/Metro,Boleto,50291
2022-03-08,Marzo,2022,S/Metro,Prepago,1920
2022-03-08,Marzo,2022,S/Metro,Gratuidad,17414
2022-03-09,Marzo,2022,Servicios Temporales,Boleto,1232
2022-03-09,Marzo,2022,Servicios Temporales,Prepago,19
2022-03-09,Marzo,2022,Servicios Temporales,Gratuidad,426
2022-03-09,Marzo,2022,Atenea,Boleto,16772
2022-03-09,Marzo,2022,Atenea,Prepago,0
2022-03-09,Marzo,2022,Atenea,Gratuidad,5808
2022-03-09,Marzo,2022,Ecoatenea,Boleto,1033
2022-03-09,Marzo,2022,Ecoatenea,Prepago,0
2022-03-09,Marzo,2022,Ecoatenea,Gratuidad,358
2022-03-09,Marzo,2022,Ecobús,Boleto,27548
2022-03-09,Marzo,2022,Ecobús,Prepago,2339
2022-03-09,Marzo,2022,Ecobús,Gratuidad,9539
2022-03-09,Marzo,2022,Expdirecto,Boleto,2365
2022-03-09,Marzo,2022,Expdirecto,Prepago,363
2022-03-09,Marzo,2022,Expdirecto,Gratuidad,819
2022-03-09,Marzo,2022,Expreso,Boleto,104072
2022-03-09,Marzo,2022,Expreso,Prepago,11029
2022-03-09,Marzo,2022,Expreso,Gratuidad,36040
2022-03-09,Marzo,2022,Nochebús,Boleto,807
2022-03-09,Marzo,2022,Nochebús,Prepago,48
2022-03-09,Marzo,2022,Nochebús,Gratuidad,61
2022-03-09,Marzo,2022,Ordinario,Boleto,69168
2022-03-09,Marzo,2022,Ordinario,Prepago,1409
2022-03-09,Marzo,2022,Ordinario,Gratuidad,23950
2022-03-09,Marzo,2022,S/Metro,Boleto,49461
2022-03-09,Marzo,2022,S/Metro,Prepago,2157
2022-03-09,Marzo,2022,S/Metro,Gratuidad,17126
2022-03-10,Marzo,2022,Servicios Temporales,Boleto,1338
2022-03-10,Marzo,2022,Servicios Temporales,Prepago,16
2022-03-10,Marzo,2022,Servicios Temporales,Gratuidad,463
2022-03-10,Marzo,2022,Atenea,Boleto,16891
2022-03-10,Marzo,2022,Atenea,Prepago,0
2022-03-10,Marzo,2022,Atenea,Gratuidad,5849
2022-03-10,Marzo,2022,Ecoatenea,Boleto,1516
2022-03-10,Marzo,2022,Ecoatenea,Prepago,0
2022-03-10,Marzo,2022,Ecoatenea,Gratuidad,525
2022-03-10,Marzo,2022,Ecobús,Boleto,26256
2022-03-10,Marzo,2022,Ecobús,Prepago,2506
2022-03-10,Marzo,2022,Ecobús,Gratuidad,9099
2022-03-10,Marzo,2022,Expdirecto,Boleto,2406
2022-03-10,Marzo,2022,Expdirecto,Prepago,402
2022-03-10,Marzo,2022,Expdirecto,Gratuidad,833
2022-03-10,Marzo,2022,Expreso,Boleto,107667
2022-03-10,Marzo,2022,Expreso,Prepago,11068
2022-03-10,Marzo,2022,Expreso,Gratuidad,37285
2022-03-10,Marzo,2022,Nochebús,Boleto,768
2022-03-10,Marzo,2022,Nochebús,Prepago,48
2022-03-10,Marzo,2022,Nochebús,Gratuidad,57
2022-03-10,Marzo,2022,Ordinario,Boleto,70502
2022-03-10,Marzo,2022,Ordinario,Prepago,1612
2022-03-10,Marzo,2022,Ordinario,Gratuidad,24412
2022-03-10,Marzo,2022,S/Metro,Boleto,47444
2022-03-10,Marzo,2022,S/Metro,Prepago,2033
2022-03-10,Marzo,2022,S/Metro,Gratuidad,16430
2022-03-11,Marzo,2022,Servicios Temporales,Boleto,1434
2022-03-11,Marzo,2022,Servicios Temporales,Prepago,44
2022-03-11,Marzo,2022,Servicios Temporales,Gratuidad,497
2022-03-11,Marzo,2022,Atenea,Boleto,16442
2022-03-11,Marzo,2022,Atenea,Prepago,0
2022-03-11,Marzo,2022,Atenea,Gratuidad,5694
2022-03-11,Marzo,2022,Ecoatenea,Boleto,1863
2022-03-11,Marzo,2022,Ecoatenea,Prepago,0
2022-03-11,Marzo,2022,Ecoatenea,Gratuidad,645
2022-03-11,Marzo,2022,Ecobús,Boleto,27866
2022-03-11,Marzo,2022,Ecobús,Prepago,2366
2022-03-11,Marzo,2022,Ecobús,Gratuidad,9656
2022-03-11,Marzo,2022,Expdirecto,Boleto,2302
2022-03-11,Marzo,2022,Expdirecto,Prepago,354
2022-03-11,Marzo,2022,Expdirecto,Gratuidad,798
2022-03-11,Marzo,2022,Expreso,Boleto,111642
2022-03-11,Marzo,2022,Expreso,Prepago,10454
2022-03-11,Marzo,2022,Expreso,Gratuidad,38661
2022-03-11,Marzo,2022,Nochebús,Boleto,837
2022-03-11,Marzo,2022,Nochebús,Prepago,48
2022-03-11,Marzo,2022,Nochebús,Gratuidad,63
2022-03-11,Marzo,2022,Ordinario,Boleto,68581
2022-03-11,Marzo,2022,Ordinario,Prepago,1593
2022-03-11,Marzo,2022,Ordinario,Gratuidad,23747
2022-03-11,Marzo,2022,S/Metro,Boleto,51458
2022-03-11,Marzo,2022,S/Metro,Prepago,2051
2022-03-11,Marzo,2022,S/Metro,Gratuidad,17821
2022-03-12,Marzo,2022,Servicios Temporales,Boleto,1284
2022-03-12,Marzo,2022,Servicios Temporales,Prepago,12
2022-03-12,Marzo,2022,Servicios Temporales,Gratuidad,444
2022-03-12,Marzo,2022,Atenea,Boleto,8160
2022-03-12,Marzo,2022,Atenea,Prepago,0
2022-03-12,Marzo,2022,Atenea,Gratuidad,2826
2022-03-12,Marzo,2022,Ecoatenea,Boleto,928
2022-03-12,Marzo,2022,Ecoatenea,Prepago,0
2022-03-12,Marzo,2022,Ecoatenea,Gratuidad,321
2022-03-12,Marzo,2022,Ecobús,Boleto,20153
2022-03-12,Marzo,2022,Ecobús,Prepago,1599
2022-03-12,Marzo,2022,Ecobús,Gratuidad,6980
2022-03-12,Marzo,2022,Expdirecto,Boleto,570
2022-03-12,Marzo,2022,Expdirecto,Prepago,32
2022-03-12,Marzo,2022,Expdirecto,Gratuidad,198
2022-03-12,Marzo,2022,Expreso,Boleto,74742
2022-03-12,Marzo,2022,Expreso,Prepago,5894
2022-03-12,Marzo,2022,Expreso,Gratuidad,25881
2022-03-12,Marzo,2022,Nochebús,Boleto,1204
2022-03-12,Marzo,2022,Nochebús,Prepago,79
2022-03-12,Marzo,2022,Nochebús,Gratuidad,90
2022-03-12,Marzo,2022,Ordinario,Boleto,41386
2022-03-12,Marzo,2022,Ordinario,Prepago,775
2022-03-12,Marzo,2022,Ordinario,Gratuidad,14331
2022-03-12,Marzo,2022,S/Metro,Boleto,38532
2022-03-12,Marzo,2022,S/Metro,Prepago,1055
2022-03-12,Marzo,2022,S/Metro,Gratuidad,13343
2022-03-13,Marzo,2022,Servicios Temporales,Boleto,629
2022-03-13,Marzo,2022,Servicios Temporales,Prepago,10
2022-03-13,Marzo,2022,Servicios Temporales,Gratuidad,217
2022-03-13,Marzo,2022,Atenea,Boleto,5270
2022-03-13,Marzo,2022,Atenea,Prepago,0
2022-03-13,Marzo,2022,Atenea,Gratuidad,1824
2022-03-13,Marzo,2022,Ecoatenea,Boleto,444
2022-03-13,Marzo,2022,Ecoatenea,Prepago,0
2022-03-13,Marzo,2022,Ecoatenea,Gratuidad,154
2022-03-13,Marzo,2022,Ecobús,Boleto,13872
2022-03-13,Marzo,2022,Ecobús,Prepago,1130
2022-03-13,Marzo,2022,Ecobús,Gratuidad,4807
2022-03-13,Marzo,2022,Expdirecto,Boleto,0
2022-03-13,Marzo,2022,Expdirecto,Prepago,0
2022-03-13,Marzo,2022,Expdirecto,Gratuidad,0
2022-03-13,Marzo,2022,Expreso,Boleto,54009
2022-03-13,Marzo,2022,Expreso,Prepago,3291
2022-03-13,Marzo,2022,Expreso,Gratuidad,18702
2022-03-13,Marzo,2022,Nochebús,Boleto,1006
2022-03-13,Marzo,2022,Nochebús,Prepago,36
2022-03-13,Marzo,2022,Nochebús,Gratuidad,75
2022-03-13,Marzo,2022,Ordinario,Boleto,29579
2022-03-13,Marzo,2022,Ordinario,Prepago,469
2022-03-13,Marzo,2022,Ordinario,Gratuidad,10242
2022-03-13,Marzo,2022,S/Metro,Boleto,25986
2022-03-13,Marzo,2022,S/Metro,Prepago,817
2022-03-13,Marzo,2022,S/Metro,Gratuidad,9000
2022-03-14,Marzo,2022,Servicios Temporales,Boleto,1314
2022-03-14,Marzo,2022,Servicios Temporales,Prepago,24
2022-03-14,Marzo,2022,Servicios Temporales,Gratuidad,455
2022-03-14,Marzo,2022,Atenea,Boleto,15654
2022-03-14,Marzo,2022,Atenea,Prepago,0
2022-03-14,Marzo,2022,Atenea,Gratuidad,5420
2022-03-14,Marzo,2022,Ecoatenea,Boleto,708
2022-03-14,Marzo,2022,Ecoatenea,Prepago,0
2022-03-14,Marzo,2022,Ecoatenea,Gratuidad,245
2022-03-14,Marzo,2022,Ecobús,Boleto,27567
2022-03-14,Marzo,2022,Ecobús,Prepago,2341
2022-03-14,Marzo,2022,Ecobús,Gratuidad,9550
2022-03-14,Marzo,2022,Expdirecto,Boleto,2403
2022-03-14,Marzo,2022,Expdirecto,Prepago,360
2022-03-14,Marzo,2022,Expdirecto,Gratuidad,832
2022-03-14,Marzo,2022,Expreso,Boleto,110267
2022-03-14,Marzo,2022,Expreso,Prepago,10637
2022-03-14,Marzo,2022,Expreso,Gratuidad,38184
2022-03-14,Marzo,2022,Nochebús,Boleto,598
2022-03-14,Marzo,2022,Nochebús,Prepago,33
2022-03-14,Marzo,2022,Nochebús,Gratuidad,45
2022-03-14,Marzo,2022,Ordinario,Boleto,65710
2022-03-14,Marzo,2022,Ordinario,Prepago,1419
2022-03-14,Marzo,2022,Ordinario,Gratuidad,22752
2022-03-14,Marzo,2022,S/Metro,Boleto,50277
2022-03-14,Marzo,2022,S/Metro,Prepago,1848
2022-03-14,Marzo,2022,S/Metro,Gratuidad,17411
2022-03-15,Marzo,2022,Servicios Temporales,Boleto,1409
2022-03-15,Marzo,2022,Servicios Temporales,Prepago,29
2022-03-15,Marzo,2022,Servicios Temporales,Gratuidad,488
2022-03-15,Marzo,2022,Atenea,Boleto,16078
2022-03-15,Marzo,2022,Atenea,Prepago,0
2022-03-15,Marzo,2022,Atenea,Gratuidad,5568
2022-03-15,Marzo,2022,Ecoatenea,Boleto,876
2022-03-15,Marzo,2022,Ecoatenea,Prepago,0
2022-03-15,Marzo,2022,Ecoatenea,Gratuidad,303
2022-03-15,Marzo,2022,Ecobús,Boleto,26777
2022-03-15,Marzo,2022,Ecobús,Prepago,2643
2022-03-15,Marzo,2022,Ecobús,Gratuidad,9280
2022-03-15,Marzo,2022,Expdirecto,Boleto,2400
2022-03-15,Marzo,2022,Expdirecto,Prepago,423
2022-03-15,Marzo,2022,Expdirecto,Gratuidad,831
2022-03-15,Marzo,2022,Expreso,Boleto,107416
2022-03-15,Marzo,2022,Expreso,Prepago,11082
2022-03-15,Marzo,2022,Expreso,Gratuidad,37199
2022-03-15,Marzo,2022,Nochebús,Boleto,518
2022-03-15,Marzo,2022,Nochebús,Prepago,41
2022-03-15,Marzo,2022,Nochebús,Gratuidad,39
2022-03-15,Marzo,2022,Ordinario,Boleto,63393
2022-03-15,Marzo,2022,Ordinario,Prepago,1396
2022-03-15,Marzo,2022,Ordinario,Gratuidad,21952
2022-03-15,Marzo,2022,S/Metro,Boleto,48038
2022-03-15,Marzo,2022,S/Metro,Prepago,1686
2022-03-15,Marzo,2022,S/Metro,Gratuidad,16633
2022-03-16,Marzo,2022,Servicios Temporales,Boleto,2183
2022-03-16,Marzo,2022,Servicios Temporales,Prepago,32
2022-03-16,Marzo,2022,Servicios Temporales,Gratuidad,756
2022-03-16,Marzo,2022,Atenea,Boleto,16655
2022-03-16,Marzo,2022,Atenea,Prepago,0
2022-03-16,Marzo,2022,Atenea,Gratuidad,5767
2022-03-16,Marzo,2022,Ecoatenea,Boleto,1338
2022-03-16,Marzo,2022,Ecoatenea,Prepago,0
2022-03-16,Marzo,2022,Ecoatenea,Gratuidad,463
2022-03-16,Marzo,2022,Ecobús,Boleto,26479
2022-03-16,Marzo,2022,Ecobús,Prepago,2587
2022-03-16,Marzo,2022,Ecobús,Gratuidad,9174
2022-03-16,Marzo,2022,Expdirecto,Boleto,2476
2022-03-16,Marzo,2022,Expdirecto,Prepago,501
2022-03-16,Marzo,2022,Expdirecto,Gratuidad,858
2022-03-16,Marzo,2022,Expreso,Boleto,112461
2022-03-16,Marzo,2022,Expreso,Prepago,12309
2022-03-16,Marzo,2022,Expreso,Gratuidad,38950
2022-03-16,Marzo,2022,Nochebús,Boleto,1175
2022-03-16,Marzo,2022,Nochebús,Prepago,67
2022-03-16,Marzo,2022,Nochebús,Gratuidad,89
2022-03-16,Marzo,2022,Ordinario,Boleto,63010
2022-03-16,Marzo,2022,Ordinario,Prepago,1564
2022-03-16,Marzo,2022,Ordinario,Gratuidad,21819
2022-03-16,Marzo,2022,S/Metro,Boleto,50239
2022-03-16,Marzo,2022,S/Metro,Prepago,1942
2022-03-16,Marzo,2022,S/Metro,Gratuidad,17396
2022-03-17,Marzo,2022,Servicios Temporales,Boleto,3479
2022-03-17,Marzo,2022,Servicios Temporales,Prepago,18
2022-03-17,Marzo,2022,Servicios Temporales,Gratuidad,1205
2022-03-17,Marzo,2022,Atenea,Boleto,15174
2022-03-17,Marzo,2022,Atenea,Prepago,0
2022-03-17,Marzo,2022,Atenea,Gratuidad,5254
2022-03-17,Marzo,2022,Ecoatenea,Boleto,1336
2022-03-17,Marzo,2022,Ecoatenea,Prepago,0
2022-03-17,Marzo,2022,Ecoatenea,Gratuidad,463
2022-03-17,Marzo,2022,Ecobús,Boleto,27417
2022-03-17,Marzo,2022,Ecobús,Prepago,2587
2022-03-17,Marzo,2022,Ecobús,Gratuidad,9497
2022-03-17,Marzo,2022,Expdirecto,Boleto,2442
2022-03-17,Marzo,2022,Expdirecto,Prepago,470
2022-03-17,Marzo,2022,Expdirecto,Gratuidad,846
2022-03-17,Marzo,2022,Expreso,Boleto,109893
2022-03-17,Marzo,2022,Expreso,Prepago,12411
2022-03-17,Marzo,2022,Expreso,Gratuidad,38059
2022-03-17,Marzo,2022,Nochebús,Boleto,918
2022-03-17,Marzo,2022,Nochebús,Prepago,57
2022-03-17,Marzo,2022,Nochebús,Gratuidad,68
2022-03-17,Marzo,2022,Ordinario,Boleto,67305
2022-03-17,Marzo,2022,Ordinario,Prepago,1755
2022-03-17,Marzo,2022,Ordinario,Gratuidad,23308
2022-03-17,Marzo,2022,S/Metro,Boleto,48950
2022-03-17,Marzo,2022,S/Metro,Prepago,1775
2022-03-17,Marzo,2022,S/Metro,Gratuidad,16950
2022-03-18,Marzo,2022,Servicios Temporales,Boleto,3695
2022-03-18,Marzo,2022,Servicios Temporales,Prepago,24
2022-03-18,Marzo,2022,Servicios Temporales,Gratuidad,1279
2022-03-18,Marzo,2022,Atenea,Boleto,12925
2022-03-18,Marzo,2022,Atenea,Prepago,0
2022-03-18,Marzo,2022,Atenea,Gratuidad,4476
2022-03-18,Marzo,2022,Ecoatenea,Boleto,1226
2022-03-18,Marzo,2022,Ecoatenea,Prepago,0
2022-03-18,Marzo,2022,Ecoatenea,Gratuidad,425
2022-03-18,Marzo,2022,Ecobús,Boleto,27536
2022-03-18,Marzo,2022,Ecobús,Prepago,2526
2022-03-18,Marzo,2022,Ecobús,Gratuidad,9538
2022-03-18,Marzo,2022,Expdirecto,Boleto,2241
2022-03-18,Marzo,2022,Expdirecto,Prepago,403
2022-03-18,Marzo,2022,Expdirecto,Gratuidad,776
2022-03-18,Marzo,2022,Expreso,Boleto,108632
2022-03-18,Marzo,2022,Expreso,Prepago,11904
2022-03-18,Marzo,2022,Expreso,Gratuidad,37619
2022-03-18,Marzo,2022,Nochebús,Boleto,1140
2022-03-18,Marzo,2022,Nochebús,Prepago,68
2022-03-18,Marzo,2022,Nochebús,Gratuidad,86
2022-03-18,Marzo,2022,Ordinario,Boleto,63176
2022-03-18,Marzo,2022,Ordinario,Prepago,1654
2022-03-18,Marzo,2022,Ordinario,Gratuidad,21877
2022-03-18,Marzo,2022,S/Metro,Boleto,49411
2022-03-18,Marzo,2022,S/Metro,Prepago,1814
2022-03-18,Marzo,2022,S/Metro,Gratuidad,17110
2022-03-19,Marzo,2022,Servicios Temporales,Boleto,3196
2022-03-19,Marzo,2022,Servicios Temporales,Prepago,23
2022-03-19,Marzo,2022,Servicios Temporales,Gratuidad,938
2022-03-19,Marzo,2022,Atenea,Boleto,5795
2022-03-19,Marzo,2022,Atenea,Prepago,0
2022-03-19,Marzo,2022,Atenea,Gratuidad,2007
2022-03-19,Marzo,2022,Ecoatenea,Boleto,464
2022-03-19,Marzo,2022,Ecoatenea,Prepago,0
2022-03-19,Marzo,2022,Ecoatenea,Gratuidad,161
2022-03-19,Marzo,2022,Ecobús,Boleto,18837
2022-03-19,Marzo,2022,Ecobús,Prepago,1437
2022-03-19,Marzo,2022,Ecobús,Gratuidad,6525
2022-03-19,Marzo,2022,Expdirecto,Boleto,485
2022-03-19,Marzo,2022,Expdirecto,Prepago,41
2022-03-19,Marzo,2022,Expdirecto,Gratuidad,168
2022-03-19,Marzo,2022,Expreso,Boleto,65645
2022-03-19,Marzo,2022,Expreso,Prepago,5009
2022-03-19,Marzo,2022,Expreso,Gratuidad,22734
2022-03-19,Marzo,2022,Nochebús,Boleto,1311
